element_id,rdoc_label,mapping_quality_tier,mapping_quality_score,expanded_name,allen_region_name,allen_acronym,allen_structure_id,match_quality,is_network,flag_poor_map,notes
150982,Prefrontal cortex and posterior parietal cortex interactions with multiple association cortices,None/Flagged,0,PFC and PPC interactions with multiple association cortices,posterior parietal cortex,PoPC,10214,none,yes,yes,Multi-region interaction/network.
150998,Prefrontal cortex-parietal-cingulate-dorsal thalamus-dorsal striatum,None/Flagged,0,PFC-parietal-cingulate-dorsal thalamus-dorsal striatum,,,,none,yes,yes,Multi-node circuit/loop.
151903,Projections to midbrain and pontine monoaminergic and cholinergic nuclei,None/Flagged,0,Projections to midbrain and pontine monoaminergic and cholinergic nuclei,,,,none,yes,yes,Descending projection to brainstem nuclei; not a single atlas region
151955,Raphe to suprachiasmatic nucleus projection,None/Flagged,0,Raphe nucleus to suprachiasmatic nucleus (SCN) projection,,,,none,yes,yes,Serotonergic projection raphe to SCN; not a single region
151066,Reciprocal nucleus tractus solitarius-central amygdalar nucleus,None/Flagged,0,Reciprocal nucleus tractus solitarius (NTS) - central amygdalar nucleus,,,,none,yes,yes,"NTS=nucleus tractus solitarius (Allen: solitary nucleus, Sol); reciprocal projection, not a single region"
151059,Reciprocoal cholinergic and monoaminergic projection,None/Flagged,0,Reciprocal cholinergic and monoaminergic projection,,,,none,yes,yes,Neuromodulatory projection system; not a single atlas region
151008,Resting state networks,None/Flagged,0,Resting state networks,,,,none,yes,yes,Distributed resting-state networks.
151953,Retino-hypothalamic tract,None/Flagged,0,Retino-hypothalamic tract (RHT),,,,none,yes,yes,"Axonal tract retina to SCN; pathway, not a single region"
151039,Right inferior frontal gyrus-right superior temporal gyrus,None/Flagged,0,Right inferior frontal gyrus (IFG) - right superior temporal gyrus (STG),,,,none,yes,yes,Lateralized fronto-temporal connection; not a single atlas region
151042,Right insula-right inferior frontal,None/Flagged,0,Right insula - right inferior frontal (cortex),,,,none,yes,yes,Lateralized insula-IFG connection; not a single atlas region
151040,Songbird circuits,None/Flagged,0,Songbird circuits,,,,none,yes,yes,Non-human (avian) song-system circuitry; no human atlas equivalent
151044,Supplementary motor area-somatosensory-premotor,None/Flagged,0,Supplementary motor area (SMA) - somatosensory cortex - premotor cortex,,,,none,yes,yes,Multi-region motor network; not a single atlas region
151962,Suprachiasmatic nucleus-hypothalamic paraventricular nucleus-superior cervical ganglion-pineal,None/Flagged,0,Suprachiasmatic nucleus (SCN) - hypothalamic paraventricular nucleus (PVN) - superior cervical ganglion (SCG) - pineal,,,,none,yes,yes,Melatonin circadian output pathway; SCG is peripheral; multi-region pathway
151964,Sympathetic / parasympathetic nervous system,None/Flagged,0,Sympathetic / parasympathetic (autonomic) nervous system,,,,none,yes,yes,Peripheral autonomic nervous system divisions; not a brain atlas region
150992,Thalamocortical,None/Flagged,0,Thalamocortical (projections),,,,none,yes,yes,Thalamus-to-cortex pathway; a connection.
151761,Top-down interactions,None/Flagged,0,Top-down interactions,,,,none,yes,yes,Top-down feedback connectivity concept; not a single atlas region
151015,V1-FFA-STS-VS,None/Flagged,0,Primary visual cortex (V1) - fusiform face area (FFA) - superior temporal sulcus (STS) - ventral striatum (VS),,,,none,yes,yes,Multi-region pathway; VS=ventral striatum; not a single atlas region
151715,Ventral attention network,None/Flagged,0,Ventral attention network (VAN),,,,none,yes,yes,"Distributed functional network (TPJ, VFC); not a single atlas region"
151004,Ventral tegmental area-nucleus accumbens-ventral pallidum-amygdala,None/Flagged,0,VTA-NAcc-ventral pallidum-amygdala,ventral tegmental area,VTA,12261,none,yes,yes,Mesolimbic multi-node pathway.
150994,Ventrofronto-striatal,None/Flagged,0,Ventrofronto-striatal (circuit),nucleus accumbens,NAC,10339,none,yes,yes,Ventral frontal-to-striatal pathway; a connection.
150920,Vigilance network,None/Flagged,0,Vigilance network,,,,none,yes,yes,"Distributed network, not a single region."
151014,Visual area 1-fusiform face area-superior temporal sulcus-amygdala,None/Flagged,0,Primary visual cortex (V1) - fusiform face area (FFA) - superior temporal sulcus (STS) - amygdala,,,,none,yes,yes,Multi-region face-processing pathway (V1-FFA-STS-amygdala); not a single atlas region
